# Sample Market Data CSV
# Format: Timestamp,Type,Symbol,BidPrice,BidQty,AskPrice,AskQty (for quotes)
# Format: Timestamp,Type,Symbol,Price,Qty (for trades)
# Timestamp can be in nanoseconds or HH:MM:SS.mmm format
#
# Symbols in this file (each has a distinct microstructure regime):
#   SYNTH1  ~101.25  liquid, mean-reverting, tight spread
#   SYNTH2  ~248.50  steady upward drift, moderate liquidity
#   SYNTH3   ~87.40  thin book, wide spreads, sparse prints
#   SYNTH4   ~34.20  volatile, heavily traded, one-tick spread
#   SYNTH5 ~1250.00  high-priced, small sizes, wide absolute spread
#
# Rows are sorted by timestamp across all symbols, as a consolidated feed
# would deliver them. Same-millisecond events occur and are intentional.
Timestamp,Type,Symbol,BidPrice,BidQty,AskPrice,AskQty,Price,Qty
09:38:39.598,T,SYNTH5,,,,,1252.04,2
09:38:39.623,Q,SYNTH1,101.27,275,101.29,250,,
09:38:40.193,Q,SYNTH2,249.76,100,249.79,100,,
09:38:40.330,Q,SYNTH2,249.77,100,249.79,200,,
09:38:41.255,Q,SYNTH2,249.77,125,249.79,50,,
09:38:41.518,Q,SYNTH2,249.78,125,249.82,175,,
09:38:41.707,Q,SYNTH2,249.76,100,249.78,100,,
09:38:42.328,Q,SYNTH4,33.92,1100,33.93,400,,
09:38:42.737,Q,SYNTH3,87.14,35,87.25,55,,
09:38:43.364,T,SYNTH4,,,,,33.93,250
09:38:44.954,Q,SYNTH3,87.14,35,87.19,20,,
09:38:45.080,Q,SYNTH2,249.74,150,249.77,150,,
09:38:45.107,T,SYNTH1,,,,,101.27,140
09:38:45.302,Q,SYNTH1,101.28,125,101.30,275,,
09:38:45.513,Q,SYNTH4,33.90,200,33.91,500,,
09:38:46.000,Q,SYNTH2,249.72,150,249.76,200,,
09:38:46.045,T,SYNTH1,,,,,101.30,85
09:38:46.228,Q,SYNTH2,249.74,225,249.77,200,,
09:38:46.485,Q,SYNTH4,33.92,300,33.93,600,,
09:38:46.873,Q,SYNTH1,101.28,275,101.29,275,,
09:38:46.974,Q,SYNTH2,249.73,250,249.78,75,,
09:38:47.029,Q,SYNTH1,101.28,225,101.30,250,,
09:38:47.108,T,SYNTH4,,,,,33.93,350
09:38:47.218,Q,SYNTH2,249.75,150,249.80,50,,
09:38:48.238,Q,SYNTH3,87.11,60,87.20,15,,
09:38:49.221,Q,SYNTH2,249.77,75,249.80,50,,
09:38:49.682,Q,SYNTH1,101.29,400,101.31,325,,
09:38:49.730,T,SYNTH2,,,,,249.80,75
09:38:49.818,T,SYNTH4,,,,,33.92,175
09:38:50.235,Q,SYNTH2,249.82,150,249.86,50,,
09:38:50.516,Q,SYNTH2,249.84,100,249.88,200,,
09:38:50.638,T,SYNTH4,,,,,33.93,350
09:38:50.710,Q,SYNTH4,33.96,1000,33.97,900,,
09:38:51.479,Q,SYNTH2,249.85,175,249.89,50,,
09:38:51.663,T,SYNTH1,,,,,101.29,70
09:38:52.240,T,SYNTH1,,,,,101.31,25
09:38:52.617,Q,SYNTH4,33.93,500,33.94,1100,,
09:38:52.802,T,SYNTH3,,,,,87.11,1
09:38:52.860,Q,SYNTH4,33.92,200,33.93,600,,
09:38:52.860,T,SYNTH4,,,,,33.93,375
09:38:52.976,Q,SYNTH4,33.92,500,33.93,1200,,
09:38:53.059,Q,SYNTH2,249.87,125,249.89,125,,
09:38:53.166,Q,SYNTH2,249.89,150,249.93,225,,
09:38:53.247,T,SYNTH4,,,,,33.93,500
09:38:53.593,Q,SYNTH5,1251.45,23,1251.60,11,,
09:38:53.923,Q,SYNTH4,33.92,200,33.93,300,,
09:38:54.303,Q,SYNTH1,101.30,375,101.32,175,,
09:38:54.547,Q,SYNTH5,1251.65,30,1251.98,15,,
09:38:54.691,Q,SYNTH3,87.06,35,87.21,50,,
09:38:54.738,T,SYNTH4,,,,,33.92,75
09:38:55.453,Q,SYNTH1,101.32,300,101.33,325,,
09:38:55.750,Q,SYNTH4,33.93,500,33.94,1000,,
09:38:56.190,Q,SYNTH1,101.31,125,101.32,275,,
09:38:56.484,T,SYNTH4,,,,,33.94,200
09:38:56.631,T,SYNTH5,,,,,1251.65,2
09:38:56.869,Q,SYNTH3,87.06,55,87.14,35,,
09:38:57.003,Q,SYNTH2,249.88,175,249.92,200,,
09:38:57.021,T,SYNTH2,,,,,249.91,60
09:38:57.030,T,SYNTH4,,,,,33.93,75
09:38:57.329,Q,SYNTH2,249.93,250,249.96,200,,
09:38:57.380,T,SYNTH1,,,,,101.32,45
09:38:57.380,Q,SYNTH1,101.31,150,101.32,350,,
09:38:57.467,Q,SYNTH2,249.90,50,249.94,125,,
09:38:57.516,Q,SYNTH1,101.31,375,101.32,300,,
09:38:57.678,Q,SYNTH5,1251.41,10,1251.81,25,,
09:38:57.758,Q,SYNTH4,33.96,700,33.97,500,,
09:38:57.844,Q,SYNTH5,1251.51,16,1251.84,10,,
09:38:58.023,Q,SYNTH2,249.87,50,249.92,200,,
09:38:58.040,Q,SYNTH5,1251.49,8,1251.76,23,,
09:38:58.176,T,SYNTH2,,,,,249.92,15
09:38:59.086,T,SYNTH4,,,,,33.97,375
09:38:59.445,Q,SYNTH4,33.97,1000,33.98,700,,
09:38:59.555,T,SYNTH2,,,,,249.92,10
09:38:59.603,Q,SYNTH4,33.95,1100,33.96,200,,
09:39:00.703,Q,SYNTH2,249.80,75,249.85,175,,
09:39:00.793,Q,SYNTH4,33.97,900,33.98,300,,
09:39:01.613,Q,SYNTH4,33.98,1000,33.99,1000,,
09:39:02.503,Q,SYNTH1,101.31,150,101.32,325,,
09:39:03.043,Q,SYNTH2,249.80,175,249.83,175,,
09:39:03.109,Q,SYNTH4,33.97,1200,33.98,1100,,
09:39:03.472,T,SYNTH1,,,,,101.31,30
09:39:03.690,Q,SYNTH1,101.29,400,101.31,200,,
09:39:04.196,Q,SYNTH4,33.97,500,33.98,500,,
09:39:04.406,Q,SYNTH5,1251.73,14,1251.93,18,,
09:39:04.706,Q,SYNTH1,101.30,300,101.32,400,,
09:39:05.116,Q,SYNTH4,33.95,600,33.96,1000,,
09:39:05.336,Q,SYNTH2,249.75,150,249.79,75,,
09:39:05.606,T,SYNTH4,,,,,33.95,225
09:39:06.159,Q,SYNTH1,101.31,150,101.32,325,,
09:39:07.159,T,SYNTH2,,,,,249.75,50
09:39:07.285,Q,SYNTH5,1251.78,21,1252.06,2,,
09:39:07.406,T,SYNTH1,,,,,101.32,30
09:39:08.248,T,SYNTH5,,,,,1251.78,5
09:39:08.609,T,SYNTH4,,,,,33.95,475
09:39:08.831,T,SYNTH1,,,,,101.31,105
09:39:09.063,Q,SYNTH1,101.32,225,101.33,250,,
09:39:09.281,Q,SYNTH1,101.34,350,101.35,325,,
09:39:10.777,Q,SYNTH5,1251.85,21,1252.23,7,,
09:39:11.322,Q,SYNTH2,249.81,250,249.84,250,,
09:39:11.343,T,SYNTH1,,,,,101.34,70
09:39:12.015,Q,SYNTH1,101.35,200,101.37,375,,
09:39:12.838,Q,SYNTH4,34.00,300,34.01,300,,
09:39:13.155,T,SYNTH4,,,,,34.00,75
09:39:13.500,Q,SYNTH2,249.80,125,249.83,225,,
09:39:13.603,Q,SYNTH1,101.36,375,101.37,150,,
09:39:14.001,Q,SYNTH1,101.34,275,101.36,375,,
09:39:14.690,Q,SYNTH4,34.00,500,34.01,400,,
09:39:14.859,Q,SYNTH1,101.34,350,101.36,150,,
09:39:15.294,Q,SYNTH2,249.84,175,249.88,125,,
09:39:16.741,Q,SYNTH1,101.33,400,101.35,350,,
09:39:16.916,Q,SYNTH2,249.86,200,249.88,225,,
09:39:17.387,T,SYNTH3,,,,,87.06,2
09:39:17.627,Q,SYNTH2,249.86,75,249.89,175,,
09:39:17.848,Q,SYNTH4,33.99,800,34.00,200,,
09:39:17.992,Q,SYNTH1,101.32,400,101.34,325,,
09:39:20.122,Q,SYNTH1,101.32,175,101.34,300,,
09:39:20.122,Q,SYNTH1,101.32,125,101.34,350,,
09:39:20.282,Q,SYNTH3,87.00,10,87.10,35,,
09:39:20.325,Q,SYNTH4,34.00,900,34.01,700,,
09:39:20.411,Q,SYNTH2,249.83,100,249.88,250,,
09:39:20.534,T,SYNTH4,,,,,34.00,150
09:39:21.213,T,SYNTH1,,,,,101.34,105
09:39:21.722,Q,SYNTH1,101.33,300,101.34,100,,
09:39:21.748,Q,SYNTH4,33.97,700,33.98,300,,
09:39:22.298,T,SYNTH5,,,,,1252.23,9
09:39:22.531,Q,SYNTH5,1251.79,29,1252.01,17,,
09:39:24.027,T,SYNTH1,,,,,101.34,80
09:39:24.027,Q,SYNTH1,101.33,325,101.35,250,,
09:39:24.199,Q,SYNTH1,101.32,150,101.33,275,,
09:39:24.564,Q,SYNTH1,101.30,325,101.31,200,,
09:39:24.655,T,SYNTH4,,,,,33.97,200
09:39:24.827,Q,SYNTH3,86.98,55,87.07,5,,
09:39:24.975,Q,SYNTH1,101.30,250,101.31,175,,
09:39:25.080,T,SYNTH5,,,,,1251.96,1
09:39:26.186,Q,SYNTH1,101.30,100,101.31,225,,
09:39:26.337,Q,SYNTH1,101.30,200,101.31,275,,
09:39:27.254,Q,SYNTH4,33.96,500,33.97,600,,
09:39:27.304,T,SYNTH1,,,,,101.30,115
09:39:27.381,Q,SYNTH1,101.33,275,101.35,175,,
09:39:27.475,Q,SYNTH2,249.79,150,249.82,100,,
09:39:27.691,T,SYNTH2,,,,,249.79,60
09:39:27.981,Q,SYNTH2,249.77,150,249.81,200,,
09:39:28.334,T,SYNTH2,,,,,249.81,50
09:39:28.336,T,SYNTH1,,,,,101.34,70
09:39:28.359,Q,SYNTH1,101.32,125,101.33,125,,
09:39:28.732,Q,SYNTH3,86.99,20,87.07,30,,
09:39:29.044,T,SYNTH4,,,,,33.96,250
09:39:29.266,Q,SYNTH1,101.31,325,101.33,250,,
09:39:29.310,Q,SYNTH3,87.02,30,87.16,20,,
09:39:29.470,T,SYNTH4,,,,,33.97,200
09:39:30.036,Q,SYNTH1,101.31,225,101.33,375,,
09:39:30.829,Q,SYNTH2,249.83,50,249.87,75,,
09:39:30.940,Q,SYNTH3,87.02,40,87.15,40,,
09:39:31.340,Q,SYNTH1,101.31,225,101.32,150,,
09:39:32.097,Q,SYNTH2,249.84,100,249.88,50,,
09:39:32.165,Q,SYNTH2,249.86,50,249.90,100,,
09:39:32.485,Q,SYNTH3,87.03,10,87.11,60,,
09:39:32.598,Q,SYNTH1,101.32,100,101.34,250,,
09:39:32.623,Q,SYNTH4,33.93,800,33.94,700,,
09:39:32.660,Q,SYNTH3,87.03,45,87.14,45,,
09:39:32.846,Q,SYNTH1,101.33,375,101.35,300,,
09:39:33.372,Q,SYNTH3,87.07,30,87.18,5,,
09:39:33.723,Q,SYNTH1,101.34,175,101.35,175,,
09:39:33.756,Q,SYNTH1,101.34,250,101.35,250,,
09:39:34.149,Q,SYNTH4,33.92,400,33.93,900,,
09:39:34.525,T,SYNTH4,,,,,33.92,50
09:39:35.148,Q,SYNTH1,101.34,275,101.35,350,,
09:39:36.548,T,SYNTH5,,,,,1251.79,2
09:39:37.169,T,SYNTH4,,,,,33.93,75
09:39:38.830,Q,SYNTH5,1251.59,4,1251.72,27,,
09:39:39.056,Q,SYNTH2,249.86,150,249.90,50,,
09:39:39.146,Q,SYNTH4,33.97,200,33.98,1100,,
09:39:39.552,Q,SYNTH2,249.85,225,249.89,250,,
09:39:40.361,T,SYNTH1,,,,,101.34,50
09:39:40.631,Q,SYNTH3,87.11,55,87.25,40,,
09:39:40.631,T,SYNTH3,,,,,87.25,21
09:39:40.665,Q,SYNTH4,33.97,700,33.98,700,,
09:39:41.044,Q,SYNTH2,249.84,225,249.88,250,,
09:39:41.678,Q,SYNTH1,101.35,300,101.37,150,,
09:39:41.885,Q,SYNTH2,249.85,100,249.89,100,,
09:39:42.088,Q,SYNTH1,101.34,325,101.36,350,,
09:39:42.199,Q,SYNTH1,101.37,200,101.39,275,,
09:39:42.532,T,SYNTH5,,,,,1251.72,2
09:39:43.156,Q,SYNTH2,249.81,100,249.86,125,,
09:39:43.203,Q,SYNTH1,101.38,400,101.39,200,,
09:39:43.693,Q,SYNTH4,33.97,1200,33.98,1000,,
09:39:43.995,Q,SYNTH4,33.98,900,33.99,300,,
09:39:44.137,Q,SYNTH4,33.98,600,33.99,600,,
09:39:44.511,T,SYNTH5,,,,,1251.59,2
09:39:44.657,Q,SYNTH5,1251.29,3,1251.60,9,,
09:39:45.543,Q,SYNTH3,87.06,55,87.20,60,,
09:39:45.843,Q,SYNTH2,249.84,250,249.86,125,,
09:39:45.879,T,SYNTH5,,,,,1251.60,13
09:39:46.379,T,SYNTH5,,,,,1251.60,9
09:39:46.487,T,SYNTH5,,,,,1251.29,3
09:39:46.736,Q,SYNTH1,101.36,200,101.38,200,,
09:39:47.008,Q,SYNTH4,33.99,800,34.00,1100,,
09:39:47.436,Q,SYNTH2,249.83,75,249.86,225,,
09:39:47.800,Q,SYNTH1,101.36,150,101.37,175,,
09:39:47.974,Q,SYNTH2,249.86,175,249.89,50,,
09:39:48.661,Q,SYNTH1,101.36,400,101.38,175,,
09:39:49.362,Q,SYNTH2,249.82,200,249.87,50,,
09:39:49.490,Q,SYNTH5,1251.58,18,1251.75,13,,
09:39:49.589,T,SYNTH1,,,,,101.38,140
09:39:49.935,Q,SYNTH2,249.83,100,249.85,175,,
09:39:50.189,Q,SYNTH4,33.99,300,34.00,500,,
09:39:50.255,Q,SYNTH2,249.83,250,249.86,50,,
09:39:50.398,Q,SYNTH4,33.97,700,33.98,1000,,
09:39:50.491,Q,SYNTH1,101.34,350,101.36,275,,
09:39:50.805,T,SYNTH2,,,,,249.86,55
09:39:50.900,T,SYNTH1,,,,,101.36,135
09:39:51.154,T,SYNTH2,,,,,249.83,75
09:39:51.639,Q,SYNTH1,101.35,200,101.37,275,,
09:39:51.639,Q,SYNTH1,101.36,350,101.37,200,,
09:39:51.678,Q,SYNTH2,249.86,125,249.91,50,,
09:39:52.326,Q,SYNTH1,101.35,200,101.37,250,,
09:39:52.551,Q,SYNTH3,87.12,40,87.19,40,,
09:39:54.141,Q,SYNTH2,249.84,100,249.88,75,,
09:39:54.474,Q,SYNTH3,87.11,10,87.17,55,,
09:39:54.819,Q,SYNTH2,249.82,250,249.86,100,,
09:39:54.979,T,SYNTH5,,,,,1251.58,5
09:39:55.207,T,SYNTH1,,,,,101.35,70
09:39:55.414,T,SYNTH4,,,,,33.98,375
09:39:56.168,Q,SYNTH5,1251.53,1,1251.76,20,,
09:39:56.314,T,SYNTH4,,,,,33.98,300
09:39:56.324,T,SYNTH2,,,,,249.82,35
09:39:57.740,T,SYNTH4,,,,,33.97,125
09:39:57.875,Q,SYNTH1,101.37,225,101.39,150,,
09:39:57.898,Q,SYNTH4,33.98,300,33.99,800,,
09:39:58.261,Q,SYNTH1,101.36,175,101.38,400,,
09:39:58.696,Q,SYNTH3,87.11,35,87.17,40,,
09:39:59.706,Q,SYNTH1,101.36,250,101.37,175,,
09:40:00.225,Q,SYNTH4,33.94,600,33.95,600,,
09:40:01.024,Q,SYNTH1,101.36,150,101.38,275,,
09:40:01.046,T,SYNTH1,,,,,101.36,130
09:40:01.916,Q,SYNTH4,33.93,300,33.94,200,,
09:40:02.816,Q,SYNTH2,249.89,150,249.93,250,,
09:40:03.125,Q,SYNTH5,1251.46,27,1251.64,28,,
09:40:03.709,Q,SYNTH4,33.93,900,33.94,700,,
09:40:03.809,T,SYNTH3,,,,,87.17,7
09:40:03.846,Q,SYNTH4,33.94,200,33.95,500,,
09:40:04.610,Q,SYNTH1,101.34,175,101.36,300,,
09:40:04.671,Q,SYNTH1,101.34,325,101.36,350,,
09:40:05.187,T,SYNTH2,,,,,249.89,65
09:40:05.821,T,SYNTH5,,,,,1251.47,9
09:40:06.181,Q,SYNTH5,1251.42,2,1251.52,14,,
09:40:06.857,Q,SYNTH5,1250.90,10,1251.18,4,,
09:40:06.910,T,SYNTH1,,,,,101.34,45
09:40:07.220,T,SYNTH2,,,,,249.93,80
09:40:07.639,Q,SYNTH4,33.90,800,33.91,1200,,
09:40:07.904,Q,SYNTH4,33.93,600,33.94,400,,
09:40:10.146,T,SYNTH3,,,,,87.17,14
09:40:10.787,Q,SYNTH4,33.94,1100,33.95,800,,
09:40:11.187,Q,SYNTH1,101.36,325,101.37,150,,
09:40:11.397,T,SYNTH2,,,,,249.93,55
09:40:12.637,T,SYNTH1,,,,,101.37,30
09:40:12.659,Q,SYNTH1,101.36,100,101.37,350,,
09:40:12.678,Q,SYNTH1,101.35,325,101.37,175,,
09:40:12.824,Q,SYNTH4,33.97,1100,33.98,700,,
09:40:12.921,T,SYNTH5,,,,,1251.18,6
09:40:13.070,Q,SYNTH1,101.35,300,101.36,275,,
09:40:13.404,Q,SYNTH5,1250.81,17,1251.13,11,,
09:40:13.865,T,SYNTH2,,,,,249.93,65
09:40:14.242,Q,SYNTH3,87.12,25,87.23,10,,
09:40:14.541,T,SYNTH4,,,,,33.97,475
09:40:15.327,Q,SYNTH1,101.33,250,101.35,100,,
09:40:15.404,Q,SYNTH1,101.34,375,101.35,400,,
09:40:15.497,Q,SYNTH3,87.13,15,87.26,55,,
09:40:15.814,T,SYNTH3,,,,,87.26,21
09:40:16.004,Q,SYNTH4,33.94,200,33.95,900,,
09:40:16.284,Q,SYNTH1,101.34,250,101.35,300,,
09:40:16.359,Q,SYNTH3,87.17,35,87.26,5,,
09:40:16.691,Q,SYNTH1,101.34,325,101.36,350,,
09:40:17.031,T,SYNTH2,,,,,249.89,30
09:40:17.320,Q,SYNTH1,101.33,250,101.35,150,,
09:40:17.320,Q,SYNTH1,101.33,350,101.34,350,,
09:40:17.409,T,SYNTH1,,,,,101.34,125
09:40:17.420,Q,SYNTH1,101.33,275,101.35,250,,
09:40:17.585,Q,SYNTH3,87.16,20,87.27,60,,
09:40:17.861,Q,SYNTH5,1251.17,8,1251.47,30,,
09:40:18.198,T,SYNTH4,,,,,33.95,350
09:40:18.217,T,SYNTH2,,,,,249.93,65
09:40:18.859,Q,SYNTH5,1251.10,20,1251.25,13,,
09:40:18.885,Q,SYNTH2,249.93,100,249.96,175,,
09:40:19.162,Q,SYNTH1,101.32,150,101.34,150,,
09:40:19.729,T,SYNTH2,,,,,249.93,70
09:40:19.971,T,SYNTH1,,,,,101.34,90
09:40:20.135,T,SYNTH4,,,,,33.95,400
09:40:21.026,Q,SYNTH3,87.16,5,87.29,50,,
09:40:21.358,Q,SYNTH5,1250.69,3,1251.04,18,,
09:40:21.509,T,SYNTH2,,,,,249.95,15
09:40:22.127,Q,SYNTH1,101.33,275,101.35,400,,
09:40:22.645,Q,SYNTH1,101.32,200,101.34,200,,
09:40:23.120,Q,SYNTH1,101.31,150,101.32,375,,
09:40:23.432,Q,SYNTH2,249.91,50,249.94,175,,
09:40:23.491,Q,SYNTH4,33.96,600,33.97,200,,
09:40:23.540,Q,SYNTH2,249.93,200,249.96,175,,
09:40:23.598,Q,SYNTH3,87.16,5,87.29,10,,
09:40:23.842,Q,SYNTH2,249.90,75,249.93,125,,
09:40:24.043,Q,SYNTH1,101.30,350,101.32,175,,
09:40:24.154,T,SYNTH4,,,,,33.97,125
09:40:24.174,Q,SYNTH4,33.95,800,33.96,200,,
09:40:24.435,T,SYNTH1,,,,,101.30,90
09:40:24.496,Q,SYNTH1,101.30,300,101.31,350,,
09:40:24.566,Q,SYNTH4,33.93,500,33.94,800,,
09:40:24.618,Q,SYNTH1,101.29,275,101.31,125,,
09:40:25.318,Q,SYNTH1,101.31,250,101.32,175,,
09:40:26.536,T,SYNTH2,,,,,249.90,20
09:40:26.808,T,SYNTH1,,,,,101.31,125
09:40:26.867,Q,SYNTH4,33.95,1200,33.96,1100,,
09:40:27.177,Q,SYNTH3,87.19,20,87.28,60,,
09:40:28.883,T,SYNTH1,,,,,101.31,125
09:40:29.268,Q,SYNTH4,33.96,1200,33.97,1200,,
09:40:29.373,Q,SYNTH1,101.31,175,101.32,325,,
09:40:30.008,Q,SYNTH2,249.89,225,249.92,175,,
09:40:30.807,Q,SYNTH4,33.97,1100,33.98,200,,
09:40:31.293,Q,SYNTH2,249.90,250,249.92,250,,
09:40:31.873,Q,SYNTH4,33.99,1200,34.00,900,,
09:40:32.009,Q,SYNTH2,249.91,50,249.93,150,,
09:40:33.025,T,SYNTH1,,,,,101.31,145
09:40:33.074,T,SYNTH4,,,,,34.00,75
09:40:33.195,Q,SYNTH1,101.33,175,101.34,100,,
09:40:33.589,T,SYNTH1,,,,,101.33,80
09:40:34.943,T,SYNTH1,,,,,101.33,130
09:40:35.052,Q,SYNTH1,101.34,325,101.35,150,,
09:40:35.205,Q,SYNTH4,34.01,300,34.02,1200,,
09:40:35.684,Q,SYNTH4,34.03,400,34.04,500,,
09:40:35.753,Q,SYNTH1,101.35,325,101.37,125,,
09:40:35.753,Q,SYNTH1,101.35,150,101.36,125,,
09:40:35.838,T,SYNTH4,,,,,34.04,350
09:40:36.061,Q,SYNTH1,101.35,175,101.36,200,,
09:40:36.336,Q,SYNTH1,101.36,400,101.37,350,,
09:40:36.337,Q,SYNTH4,34.03,800,34.04,1100,,
09:40:37.405,T,SYNTH2,,,,,249.93,75
09:40:37.623,Q,SYNTH1,101.37,400,101.38,225,,
09:40:37.797,Q,SYNTH1,101.36,375,101.37,200,,
09:40:37.797,Q,SYNTH1,101.34,400,101.36,150,,
09:40:37.922,Q,SYNTH5,1251.03,21,1251.37,10,,
09:40:39.067,T,SYNTH2,,,,,249.93,40
09:40:39.148,Q,SYNTH4,34.00,600,34.01,200,,
09:40:39.384,Q,SYNTH4,33.97,900,33.98,700,,
09:40:39.702,Q,SYNTH1,101.36,225,101.38,275,,
09:40:40.242,Q,SYNTH5,1251.50,4,1251.73,8,,
09:40:40.337,Q,SYNTH1,101.35,300,101.37,400,,
09:40:40.452,Q,SYNTH5,1251.35,25,1251.74,2,,
09:40:41.689,T,SYNTH4,,,,,33.98,150
09:40:42.290,T,SYNTH4,,,,,33.97,150
09:40:42.377,Q,SYNTH3,87.23,30,87.28,30,,
09:40:42.801,Q,SYNTH1,101.35,225,101.36,275,,
09:40:42.858,Q,SYNTH4,33.98,1200,33.99,1200,,
09:40:43.150,Q,SYNTH5,1251.43,12,1251.72,9,,
09:40:43.255,Q,SYNTH2,249.90,50,249.93,125,,
09:40:43.549,Q,SYNTH4,34.00,200,34.01,500,,
09:40:43.679,Q,SYNTH1,101.37,250,101.39,200,,
09:40:43.930,Q,SYNTH1,101.37,200,101.39,225,,
09:40:44.136,T,SYNTH1,,,,,101.39,85
09:40:44.649,Q,SYNTH1,101.37,275,101.38,200,,
09:40:44.687,Q,SYNTH2,249.87,50,249.90,175,,
09:40:45.169,Q,SYNTH1,101.36,150,101.38,350,,
09:40:45.220,T,SYNTH4,,,,,34.01,375
09:40:45.263,Q,SYNTH5,1251.68,6,1251.87,9,,
09:40:45.385,Q,SYNTH1,101.37,400,101.38,125,,
09:40:45.917,Q,SYNTH1,101.36,275,101.38,125,,
09:40:46.340,Q,SYNTH1,101.36,225,101.38,150,,
09:40:46.446,Q,SYNTH4,34.00,1000,34.01,500,,
09:40:46.645,T,SYNTH2,,,,,249.90,35
09:40:47.534,T,SYNTH1,,,,,101.38,55
09:40:47.904,Q,SYNTH4,34.00,800,34.01,700,,
09:40:47.915,T,SYNTH5,,,,,1251.68,13
09:40:47.943,T,SYNTH1,,,,,101.38,25
09:40:48.239,Q,SYNTH2,249.87,200,249.91,225,,
09:40:48.874,Q,SYNTH4,34.01,400,34.02,800,,
09:40:49.031,T,SYNTH3,,,,,87.23,5
09:40:49.140,Q,SYNTH3,87.25,30,87.34,15,,
09:40:49.876,Q,SYNTH2,249.89,100,249.94,125,,
09:40:50.130,Q,SYNTH1,101.33,175,101.35,200,,
09:40:50.623,T,SYNTH2,,,,,249.89,80
09:40:51.129,Q,SYNTH2,249.88,250,249.91,75,,
09:40:52.026,Q,SYNTH2,249.90,75,249.94,50,,
09:40:52.918,T,SYNTH2,,,,,249.94,30
09:40:52.927,Q,SYNTH2,249.89,50,249.93,200,,
09:40:54.239,T,SYNTH5,,,,,1251.68,11
09:40:54.832,Q,SYNTH3,87.21,10,87.32,10,,
09:40:54.938,Q,SYNTH4,34.00,700,34.01,300,,
09:40:55.184,T,SYNTH4,,,,,34.00,275
09:40:55.400,T,SYNTH2,,,,,249.93,70
09:40:55.787,T,SYNTH3,,,,,87.21,3
09:40:55.950,T,SYNTH5,,,,,1251.87,8
09:40:56.002,Q,SYNTH1,101.33,325,101.35,175,,
09:40:56.349,Q,SYNTH1,101.32,200,101.33,350,,
09:40:56.541,Q,SYNTH1,101.32,400,101.34,150,,
09:40:57.875,Q,SYNTH1,101.32,300,101.34,300,,
09:40:57.949,T,SYNTH2,,,,,249.93,10
09:40:57.991,Q,SYNTH4,34.04,1200,34.05,1000,,
09:40:58.130,T,SYNTH1,,,,,101.34,115
09:40:58.536,Q,SYNTH2,249.83,50,249.86,225,,
09:40:58.824,T,SYNTH4,,,,,34.05,225
09:40:58.990,Q,SYNTH2,249.83,175,249.88,75,,
09:40:59.039,Q,SYNTH2,249.81,75,249.85,225,,
09:40:59.294,T,SYNTH4,,,,,34.05,450
09:40:59.719,Q,SYNTH2,249.82,50,249.84,175,,
09:41:00.616,Q,SYNTH1,101.32,275,101.33,250,,
09:41:00.991,Q,SYNTH2,249.76,225,249.81,250,,
09:41:01.287,Q,SYNTH2,249.76,100,249.78,200,,
09:41:01.426,T,SYNTH2,,,,,249.78,80
09:41:01.761,Q,SYNTH1,101.32,100,101.34,250,,
09:41:01.933,T,SYNTH1,,,,,101.32,35
09:41:01.958,Q,SYNTH3,87.19,15,87.28,5,,
09:41:02.021,Q,SYNTH2,249.75,200,249.77,250,,
09:41:02.034,Q,SYNTH2,249.75,100,249.77,100,,
09:41:02.062,Q,SYNTH2,249.78,200,249.83,150,,
09:41:02.084,Q,SYNTH4,34.03,600,34.04,1000,,
09:41:02.377,T,SYNTH5,,,,,1251.87,9
09:41:02.704,T,SYNTH3,,,,,87.28,15
09:41:02.982,Q,SYNTH3,87.17,15,87.23,60,,
09:41:03.847,T,SYNTH3,,,,,87.17,16
09:41:04.127,Q,SYNTH1,101.32,250,101.34,150,,
09:41:04.337,T,SYNTH4,,,,,34.04,375
09:41:04.337,T,SYNTH4,,,,,34.04,500
09:41:04.495,Q,SYNTH3,87.17,55,87.31,10,,
09:41:04.661,T,SYNTH2,,,,,249.81,25
09:41:04.769,Q,SYNTH5,1251.92,15,1252.21,18,,
09:41:05.067,Q,SYNTH2,249.83,200,249.86,200,,
09:41:05.684,Q,SYNTH3,87.21,5,87.27,10,,
09:41:05.750,Q,SYNTH3,87.15,30,87.24,60,,
09:41:06.304,T,SYNTH4,,,,,34.04,75
09:41:06.371,Q,SYNTH5,1252.26,5,1252.51,8,,
09:41:07.090,Q,SYNTH1,101.32,325,101.34,100,,
09:41:07.456,T,SYNTH4,,,,,34.04,75
09:41:08.068,Q,SYNTH3,87.11,45,87.21,40,,
09:41:08.718,Q,SYNTH1,101.32,125,101.34,350,,
09:41:09.223,Q,SYNTH1,101.32,200,101.33,175,,
09:41:09.251,Q,SYNTH3,87.06,40,87.21,45,,
09:41:09.288,Q,SYNTH2,249.80,100,249.82,175,,
09:41:09.288,Q,SYNTH2,249.80,225,249.83,100,,
09:41:09.856,Q,SYNTH2,249.77,125,249.81,200,,
09:41:10.079,Q,SYNTH5,1252.45,5,1252.57,25,,
09:41:12.011,Q,SYNTH4,34.03,1100,34.04,800,,
09:41:12.750,Q,SYNTH1,101.31,350,101.33,200,,
09:41:13.031,Q,SYNTH2,249.78,75,249.82,225,,
09:41:13.422,Q,SYNTH4,34.02,500,34.03,1200,,
